"subject","problem","dataset_number","proplookatnovel","total_familiar_item_look_during_familiarization"
57,"faceproblem1",25,0.74,19103.8
57,"faceproblem1",26,0.67,19162.7
57,"faceproblem1",27,0.6,16911.5
57,"faceproblem1",28,0.63,17504.3
57,"faceproblem1",29,0.58,18562.3
57,"faceproblem1",30,0.45,19023.4
57,"faceproblem1",31,0.74,19103.8
57,"faceproblem1",32,0.47,18657.7
57,"faceproblem1",33,0.45,18104.4
57,"faceproblem1",34,0.6,16911.5
57,"faceproblem1",35,0.38,17496.1
57,"faceproblem1",36,0.33,18284.1
57,"faceproblem1",37,0.38,17496.1
57,"faceproblem1",38,0.16,18803.7
57,"faceproblem1",39,0.24,18519.3
57,"faceproblem1",40,0.38,17270.7
57,"faceproblem1",41,0.55,17525.8
57,"faceproblem1",42,0.65,18845.2
57,"faceproblem1",43,0.26,17012.2
57,"faceproblem1",44,0.87,17679.7
57,"faceproblem1",45,0.62,18000.7
57,"faceproblem1",46,0.62,18000.7
57,"faceproblem1",47,0.59,17287.5
57,"faceproblem1",48,0.27,18426.5
57,"faceproblem1",49,0.31,18250.9
57,"faceproblem1",50,0.49,18746.79
57,"faceproblem1",51,0.58,19480
57,"faceproblem1",52,0.27,18426.5
57,"faceproblem1",53,0.61,16615.9
57,"faceproblem1",54,0.38,17496.1
57,"faceproblem1",55,0.58,16965.19
57,"faceproblem1",56,0.87,17679.7
57,"faceproblem1",57,0.81,17946.7
57,"faceproblem1",58,0.49,18829.3
57,"faceproblem1",59,0.53,18047
57,"faceproblem1",60,0.63,17504.3
57,"faceproblem1",61,0.3,17029.6
57,"faceproblem1",62,0.65,17997.69
57,"faceproblem1",63,0.39,18828.4
57,"faceproblem1",64,0.45,18104.4
57,"faceproblem1",65,0.53,18047
57,"faceproblem1",66,0.62,18000.7
57,"faceproblem1",67,0.45,17554.2
57,"faceproblem1",68,0.58,18562.3
57,"faceproblem1",69,0.77,19247.7
57,"faceproblem1",70,0.47,18657.7
57,"faceproblem1",71,0.59,17287.5
57,"faceproblem1",72,0.45,19023.4
57,"faceproblem1",73,0.57,17682.6
57,"faceproblem1",74,0.66,17199.3
57,"faceproblem1",75,0.38,17270.7
57,"faceproblem1",76,0.59,17287.5
57,"faceproblem1",77,0.55,17525.8
57,"faceproblem1",78,0.74,19103.8
57,"faceproblem1",79,0.62,19108.3
57,"faceproblem1",80,0.22,19097.6
57,"faceproblem1",81,0.45,16580.19
57,"faceproblem1",82,0.81,17946.7
57,"faceproblem1",83,0.9,19111.9
57,"faceproblem1",84,0.45,16580.19
57,"faceproblem1",85,0.34,18737.49
57,"faceproblem1",86,0.49,18746.79
57,"faceproblem1",87,0.66,17199.3
57,"faceproblem1",88,0.53,17208.9
57,"faceproblem1",89,0.66,18082.8
57,"faceproblem1",90,0.73,18776
57,"faceproblem1",91,0.24,18519.3
57,"faceproblem1",92,0.26,17012.2
57,"faceproblem1",93,0.87,17679.7
57,"faceproblem1",94,0.46,18652.6
57,"faceproblem1",95,0.55,17525.8
57,"faceproblem1",96,0.58,19480
57,"faceproblem1",97,0.58,16965.19
57,"faceproblem1",98,0.74,19103.8
57,"faceproblem1",99,0.87,17679.7
57,"faceproblem1",100,0.53,17208.9
58,"faceproblem1",1,0.45,19023.4
58,"faceproblem1",2,0.81,17946.7
58,"faceproblem1",3,0.34,18737.49
58,"faceproblem1",4,0.66,18860
58,"faceproblem1",5,0.31,18250.9
58,"faceproblem1",6,0.47,18657.7
58,"faceproblem1",7,0.62,18000.7
58,"faceproblem1",8,0.38,17270.7
58,"faceproblem1",9,0.87,17679.7
58,"faceproblem1",10,0.74,19103.8
58,"faceproblem1",11,0.45,19023.4
58,"faceproblem1",12,0.85,16003.5
58,"faceproblem1",13,0.31,18250.9
58,"faceproblem1",14,0.64,17450.5
58,"faceproblem1",15,0.77,19247.7
58,"faceproblem1",16,0.49,18829.3
58,"faceproblem1",17,0.72,18446.2
58,"faceproblem1",18,0.53,18047
58,"faceproblem1",19,0.67,19162.7
58,"faceproblem1",20,0.62,19108.3
58,"faceproblem1",21,0.38,17496.1
58,"faceproblem1",22,0.42,19067.8
58,"faceproblem1",23,0.36,18086.8
58,"faceproblem1",24,0.6,16911.5
58,"faceproblem1",25,0.49,18737.4
58,"faceproblem1",26,0.67,19162.7
58,"faceproblem1",27,0.67,19162.7
58,"faceproblem1",28,0.24,18519.3
58,"faceproblem1",29,0.45,19023.4
58,"faceproblem1",30,0.42,19067.8
58,"faceproblem1",31,0.59,17287.5
58,"faceproblem1",32,0.66,17199.3
58,"faceproblem1",33,0.38,17270.7
58,"faceproblem1",34,0.56,18782.3
58,"faceproblem1",35,0.47,18657.7
58,"faceproblem1",36,0.53,18047
58,"faceproblem1",37,0.16,18803.7
58,"faceproblem1",38,0.59,17287.5
58,"faceproblem1",39,0.49,18737.4
58,"faceproblem1",40,0.79,18202.1
58,"faceproblem1",41,0.66,16805.09
58,"faceproblem1",42,0.24,18519.3
58,"faceproblem1",43,0.53,17781.9
58,"faceproblem1",44,0.37,17263.8
58,"faceproblem1",45,0.65,18845.2
58,"faceproblem1",46,0.52,19015.9
58,"faceproblem1",47,0.66,18082.8
58,"faceproblem1",48,0.72,18446.2
58,"faceproblem1",49,0.47,667.8
58,"faceproblem1",50,0.74,19103.8
58,"faceproblem1",51,0.46,18630.2
58,"faceproblem1",52,0.45,17554.2
58,"faceproblem1",53,0.45,18104.4
58,"faceproblem1",54,0.73,18776
58,"faceproblem1",55,0.81,17946.7
58,"faceproblem1",56,0.81,17946.7
58,"faceproblem1",57,0.45,19023.4
58,"faceproblem1",58,0.38,17270.7
58,"faceproblem1",59,0.6,16911.5
58,"faceproblem1",60,0.33,18284.1
58,"faceproblem1",61,0.58,19480
58,"faceproblem1",62,0.46,18652.6
58,"faceproblem1",63,0.49,18746.79
58,"faceproblem1",64,0.47,18657.7
58,"faceproblem1",65,0.58,16965.19
58,"faceproblem1",66,0.81,17946.7
58,"faceproblem1",67,0.21,19024.2
58,"faceproblem1",68,0.47,18379.5
58,"faceproblem1",69,0.79,18202.1
58,"faceproblem1",70,0.29,18408.49
58,"faceproblem1",71,0.31,18250.9
58,"faceproblem1",72,0.47,18657.7
58,"faceproblem1",73,0.74,19103.8
58,"faceproblem1",74,0.34,18737.49
58,"faceproblem1",75,0.42,19067.8
58,"faceproblem1",76,0.16,18803.7
58,"faceproblem1",77,0.65,18774.7
58,"faceproblem1",78,0.55,17525.8
58,"faceproblem1",79,0.21,19024.2
58,"faceproblem1",80,0.47,18657.7
58,"faceproblem1",81,0.47,18379.5
58,"faceproblem1",82,0.47,18657.7
58,"faceproblem1",83,0.65,18774.7
58,"faceproblem1",84,0.63,17504.3
58,"faceproblem1",85,0.74,19103.8
58,"faceproblem1",86,0.56,18479.5
58,"faceproblem1",87,0.55,17525.8
58,"faceproblem1",88,0.67,19162.7
58,"faceproblem1",89,0.39,18828.4
58,"faceproblem1",90,0.63,18321.1
58,"faceproblem1",91,0.38,17270.7
58,"faceproblem1",92,0.63,17504.3
58,"faceproblem1",93,0.34,18737.49
58,"faceproblem1",94,0.79,18202.1
58,"faceproblem1",95,0.61,16615.9
58,"faceproblem1",96,0.47,18657.7
58,"faceproblem1",97,0.45,19023.4
58,"faceproblem1",98,0.36,18086.8
58,"faceproblem1",99,0.45,16580.19
58,"faceproblem1",100,0.47,18379.5
59,"faceproblem1",1,0.37,17492.4
59,"faceproblem1",2,0.73,18776
59,"faceproblem1",3,0.33,18284.1
59,"faceproblem1",4,0.53,17208.9
59,"faceproblem1",5,0.55,18564.69
59,"faceproblem1",6,0.33,18038.7
59,"faceproblem1",7,0.47,18379.5
59,"faceproblem1",8,0.31,18250.9
59,"faceproblem1",9,0.47,18379.5
59,"faceproblem1",10,0.79,18202.1
59,"faceproblem1",11,0.45,18104.4
59,"faceproblem1",12,0.67,19162.7
59,"faceproblem1",13,0.38,17496.1
59,"faceproblem1",14,0.58,16965.19
59,"faceproblem1",15,0.26,17012.2
59,"faceproblem1",16,0.73,18776
59,"faceproblem1",17,0.66,17199.3
59,"faceproblem1",18,0.55,17525.8
59,"faceproblem1",19,0.49,18829.3
59,"faceproblem1",20,0.6,16911.5
59,"faceproblem1",21,0.62,19108.3
59,"faceproblem1",22,0.22,19097.6
59,"faceproblem1",23,0.66,18082.8
59,"faceproblem1",24,0.39,18828.4
59,"faceproblem1",25,0.53,18047
59,"faceproblem1",26,0.39,18828.4
59,"faceproblem1",27,0.56,18479.5
59,"faceproblem1",28,0.55,18564.69
59,"faceproblem1",29,0.6,16911.5
59,"faceproblem1",30,0.63,17504.3
59,"faceproblem1",31,0.39,18828.4
59,"faceproblem1",32,0.46,18652.6
59,"faceproblem1",33,0.38,17270.7
59,"faceproblem1",34,0.28,17828.3
59,"faceproblem1",35,0.62,18000.7
59,"faceproblem1",36,0.49,18737.4
59,"faceproblem1",37,0.28,17828.3
59,"faceproblem1",38,0.61,16615.9
59,"faceproblem1",39,0.27,18426.5
59,"faceproblem1",40,0.37,17492.4
59,"faceproblem1",41,0.63,17504.3
59,"faceproblem1",42,0.33,18284.1
59,"faceproblem1",43,0.45,16580.19
59,"faceproblem1",44,0.58,18562.3
59,"faceproblem1",45,0.66,18860
59,"faceproblem1",46,0.66,18860
59,"faceproblem1",47,0.46,18652.6
59,"faceproblem1",48,0.85,16003.5
59,"faceproblem1",49,0.66,16805.09
59,"faceproblem1",50,0.55,17525.8
59,"faceproblem1",51,0.28,17828.3
59,"faceproblem1",52,0.42,19067.8
59,"faceproblem1",53,0.9,19111.9
59,"faceproblem1",54,0.9,19111.9
59,"faceproblem1",55,0.45,17554.2
59,"faceproblem1",56,0.57,17682.6
59,"faceproblem1",57,0.79,18202.1
59,"faceproblem1",58,0.66,17199.3
59,"faceproblem1",59,0.39,18828.4
59,"faceproblem1",60,0.39,18828.4
59,"faceproblem1",61,0.63,17504.3
59,"faceproblem1",62,0.31,18250.9
59,"faceproblem1",63,0.53,17781.9
59,"faceproblem1",64,0.45,18104.4
59,"faceproblem1",65,0.38,17496.1
59,"faceproblem1",66,0.58,19480
59,"faceproblem1",67,0.64,17450.5
59,"faceproblem1",68,0.34,18737.49
59,"faceproblem1",69,0.27,18426.5
59,"faceproblem1",70,0.62,18000.7
59,"faceproblem1",71,0.47,18379.5
59,"faceproblem1",72,0.62,18000.7
59,"faceproblem1",73,0.38,17270.7
59,"faceproblem1",74,0.58,19480
59,"faceproblem1",75,0.53,18047
59,"faceproblem1",76,0.46,18652.6
59,"faceproblem1",77,0.64,17450.5
59,"faceproblem1",78,0.65,18774.7
59,"faceproblem1",79,0.77,19247.7
59,"faceproblem1",80,0.81,17946.7
59,"faceproblem1",81,0.29,18408.49
59,"faceproblem1",82,0.77,19247.7
59,"faceproblem1",83,0.57,17682.6
59,"faceproblem1",84,0.24,18519.3
59,"faceproblem1",85,0.65,18774.7
59,"faceproblem1",86,0.62,18000.7
59,"faceproblem1",87,0.28,17828.3
59,"faceproblem1",88,0.85,16003.5
59,"faceproblem1",89,0.9,19111.9
59,"faceproblem1",90,0.74,19103.8
59,"faceproblem1",91,0.65,17997.69
59,"faceproblem1",92,0.49,18737.4
59,"faceproblem1",93,0.74,19103.8
59,"faceproblem1",94,0.58,16965.19
59,"faceproblem1",95,0.46,18652.6
59,"faceproblem1",96,0.65,17997.69
59,"faceproblem1",97,0.64,17450.5
59,"faceproblem1",98,0.62,18000.7
59,"faceproblem1",99,0.59,17287.5
59,"faceproblem1",100,0.66,17199.3
62,"faceproblem1",1,0.45,17554.2
62,"faceproblem1",2,0.27,18426.5
62,"faceproblem1",3,0.47,667.8
62,"faceproblem1",4,0.62,19108.3
62,"faceproblem1",5,0.66,17199.3
62,"faceproblem1",6,0.33,18809.49
62,"faceproblem1",7,0.55,18564.69
62,"faceproblem1",8,0.38,17270.7
62,"faceproblem1",9,0.24,18519.3
62,"faceproblem1",10,0.45,16580.19
62,"faceproblem1",11,0.33,18284.1
62,"faceproblem1",12,0.66,17199.3
62,"faceproblem1",13,0.53,17208.9
62,"faceproblem1",14,0.45,18104.4
62,"faceproblem1",15,0.31,18250.9
62,"faceproblem1",16,0.64,17450.5
62,"faceproblem1",17,0.22,19097.6
62,"faceproblem1",18,0.45,18104.4
62,"faceproblem1",19,0.35,15762.19
62,"faceproblem1",20,0.47,18657.7
62,"faceproblem1",21,0.21,19024.2
62,"faceproblem1",22,0.58,16965.19
62,"faceproblem1",23,0.59,17287.5
62,"faceproblem1",24,0.46,18630.2
62,"faceproblem1",25,0.55,17525.8
62,"faceproblem1",26,0.22,19097.6
62,"faceproblem1",27,0.64,17450.5
62,"faceproblem1",28,0.64,17450.5
62,"faceproblem1",29,0.77,19247.7
62,"faceproblem1",30,0.35,15762.19
62,"faceproblem1",31,0.52,16916.89
62,"faceproblem1",32,0.81,17946.7
62,"faceproblem1",33,0.47,18379.5
62,"faceproblem1",34,0.61,16615.9
62,"faceproblem1",35,0.67,19162.7
62,"faceproblem1",36,0.31,18250.9
62,"faceproblem1",37,0.22,19097.6
62,"faceproblem1",38,0.56,18782.3
62,"faceproblem1",39,0.57,17682.6
62,"faceproblem1",40,0.47,18657.7
62,"faceproblem1",41,0.33,18038.7
62,"faceproblem1",42,0.49,18737.4
62,"faceproblem1",43,0.35,15762.19
62,"faceproblem1",44,0.58,18562.3
62,"faceproblem1",45,0.29,18408.49
62,"faceproblem1",46,0.28,17828.3
62,"faceproblem1",47,0.53,17208.9
62,"faceproblem1",48,0.33,18809.49
62,"faceproblem1",49,0.36,18086.8
62,"faceproblem1",50,0.66,16805.09
62,"faceproblem1",51,0.46,18652.6
62,"faceproblem1",52,0.27,18426.5
62,"faceproblem1",53,0.72,18446.2
62,"faceproblem1",54,0.46,18652.6
62,"faceproblem1",55,0.64,17450.5
62,"faceproblem1",56,0.61,16615.9
62,"faceproblem1",57,0.57,17682.6
62,"faceproblem1",58,0.49,18829.3
62,"faceproblem1",59,0.63,18321.1
62,"faceproblem1",60,0.45,17554.2
62,"faceproblem1",61,0.65,17997.69
62,"faceproblem1",62,0.58,19480
62,"faceproblem1",63,0.22,19097.6
62,"faceproblem1",64,0.47,667.8
62,"faceproblem1",65,0.56,18479.5
62,"faceproblem1",66,0.37,17263.8
62,"faceproblem1",67,0.72,18446.2
62,"faceproblem1",68,0.37,17263.8
62,"faceproblem1",69,0.46,18652.6
62,"faceproblem1",70,0.52,19015.9
62,"faceproblem1",71,0.16,18803.7
62,"faceproblem1",72,0.52,19015.9
62,"faceproblem1",73,0.29,18408.49
62,"faceproblem1",74,0.38,17270.7
62,"faceproblem1",75,0.65,17997.69
62,"faceproblem1",76,0.24,18519.3
62,"faceproblem1",77,0.33,18809.49
62,"faceproblem1",78,0.52,19015.9
62,"faceproblem1",79,0.45,17554.2
62,"faceproblem1",80,0.58,16965.19
62,"faceproblem1",81,0.33,18038.7
62,"faceproblem1",82,0.28,17828.3
62,"faceproblem1",83,0.59,17287.5
62,"faceproblem1",84,0.47,18379.5
62,"faceproblem1",85,0.66,18082.8
62,"faceproblem1",86,0.28,17828.3
62,"faceproblem1",87,0.73,18776
62,"faceproblem1",88,0.53,17781.9
62,"faceproblem1",89,0.53,17208.9
62,"faceproblem1",90,0.81,17946.7
62,"faceproblem1",91,0.24,18519.3
62,"faceproblem1",92,0.3,17029.6
62,"faceproblem1",93,0.66,17199.3
62,"faceproblem1",94,0.34,18737.49
62,"faceproblem1",95,0.33,18809.49
62,"faceproblem1",96,0.47,18657.7
62,"faceproblem1",97,0.31,18250.9
62,"faceproblem1",98,0.22,19097.6
62,"faceproblem1",99,0.61,16615.9
62,"faceproblem1",100,0.38,17270.7
63,"faceproblem1",1,0.67,19162.7
63,"faceproblem1",2,0.46,18652.6
63,"faceproblem1",3,0.65,18845.2
63,"faceproblem1",4,0.56,18479.5
63,"faceproblem1",5,0.47,667.8
63,"faceproblem1",6,0.65,17997.69
63,"faceproblem1",7,0.26,17012.2
63,"faceproblem1",8,0.29,18408.49
63,"faceproblem1",9,0.53,18047
63,"faceproblem1",10,0.34,18737.49
63,"faceproblem1",11,0.77,19247.7
63,"faceproblem1",12,0.77,19247.7
63,"faceproblem1",13,0.34,18737.49
63,"faceproblem1",14,0.62,19108.3
63,"faceproblem1",15,0.33,18038.7
63,"faceproblem1",16,0.55,18564.69
63,"faceproblem1",17,0.33,18809.49
63,"faceproblem1",18,0.47,667.8
63,"faceproblem1",19,0.74,19103.8
63,"faceproblem1",20,0.85,16003.5
63,"faceproblem1",21,0.62,19108.3
63,"faceproblem1",22,0.58,18562.3
63,"faceproblem1",23,0.61,16615.9
63,"faceproblem1",24,0.66,17199.3
63,"faceproblem1",25,0.53,17208.9
63,"faceproblem1",26,0.37,17492.4
63,"faceproblem1",27,0.38,17270.7
63,"faceproblem1",28,0.24,18519.3
63,"faceproblem1",29,0.45,19023.4
63,"faceproblem1",30,0.24,18519.3
63,"faceproblem1",31,0.64,17450.5
63,"faceproblem1",32,0.65,18845.2
63,"faceproblem1",33,0.66,17199.3
63,"faceproblem1",34,0.55,17525.8
63,"faceproblem1",35,0.58,16965.19
63,"faceproblem1",36,0.52,19015.9
63,"faceproblem1",37,0.62,19108.3
63,"faceproblem1",38,0.45,17554.2
63,"faceproblem1",39,0.63,18321.1
63,"faceproblem1",40,0.46,18630.2
63,"faceproblem1",41,0.45,16580.19
63,"faceproblem1",42,0.42,19067.8
63,"faceproblem1",43,0.45,16580.19
63,"faceproblem1",44,0.72,18446.2
63,"faceproblem1",45,0.52,16916.89
63,"faceproblem1",46,0.21,19024.2
63,"faceproblem1",47,0.33,18809.49
63,"faceproblem1",48,0.24,18519.3
63,"faceproblem1",49,0.61,16615.9
63,"faceproblem1",50,0.45,18104.4
63,"faceproblem1",51,0.59,17287.5
63,"faceproblem1",52,0.26,17012.2
63,"faceproblem1",53,0.3,17029.6
63,"faceproblem1",54,0.74,19103.8
63,"faceproblem1",55,0.26,17012.2
63,"faceproblem1",56,0.33,18284.1
63,"faceproblem1",57,0.29,18408.49
63,"faceproblem1",58,0.56,18782.3
63,"faceproblem1",59,0.37,17492.4
63,"faceproblem1",60,0.9,19111.9
63,"faceproblem1",61,0.47,667.8
63,"faceproblem1",62,0.45,17554.2
63,"faceproblem1",63,0.33,18038.7
63,"faceproblem1",64,0.81,17946.7
63,"faceproblem1",65,0.61,16615.9
63,"faceproblem1",66,0.66,16805.09
63,"faceproblem1",67,0.34,18737.49
63,"faceproblem1",68,0.52,19015.9
63,"faceproblem1",69,0.66,17199.3
63,"faceproblem1",70,0.58,19480
63,"faceproblem1",71,0.45,18104.4
63,"faceproblem1",72,0.33,18809.49
63,"faceproblem1",73,0.33,18038.7
63,"faceproblem1",74,0.47,18657.7
63,"faceproblem1",75,0.64,17450.5
63,"faceproblem1",76,0.58,18562.3
63,"faceproblem1",77,0.46,18630.2
63,"faceproblem1",78,0.63,18321.1
63,"faceproblem1",79,0.62,18000.7
63,"faceproblem1",80,0.55,18564.69
63,"faceproblem1",81,0.47,667.8
63,"faceproblem1",82,0.58,19480
63,"faceproblem1",83,0.34,18737.49
63,"faceproblem1",84,0.77,19247.7
63,"faceproblem1",85,0.59,17287.5
63,"faceproblem1",86,0.38,17496.1
63,"faceproblem1",87,0.49,18746.79
63,"faceproblem1",88,0.28,17828.3
63,"faceproblem1",89,0.55,18564.69
63,"faceproblem1",90,0.63,18321.1
63,"faceproblem1",91,0.42,19067.8
63,"faceproblem1",92,0.52,19015.9
63,"faceproblem1",93,0.58,18562.3
63,"faceproblem1",94,0.3,17029.6
63,"faceproblem1",95,0.47,18379.5
63,"faceproblem1",96,0.45,16580.19
63,"faceproblem1",97,0.29,18408.49
63,"faceproblem1",98,0.61,16615.9
63,"faceproblem1",99,0.29,18408.49
63,"faceproblem1",100,0.34,18737.49
64,"faceproblem1",1,0.27,18426.5
64,"faceproblem1",2,0.22,19097.6
64,"faceproblem1",3,0.49,18737.4
64,"faceproblem1",4,0.85,16003.5
64,"faceproblem1",5,0.53,17208.9
64,"faceproblem1",6,0.65,17997.69
64,"faceproblem1",7,0.67,19162.7
64,"faceproblem1",8,0.57,17682.6
64,"faceproblem1",9,0.66,18860
64,"faceproblem1",10,0.45,16580.19
64,"faceproblem1",11,0.33,18038.7
64,"faceproblem1",12,0.31,18250.9
64,"faceproblem1",13,0.62,19108.3
64,"faceproblem1",14,0.61,16615.9
64,"faceproblem1",15,0.52,19015.9
64,"faceproblem1",16,0.74,19103.8
64,"faceproblem1",17,0.58,18562.3
64,"faceproblem1",18,0.45,18104.4
64,"faceproblem1",19,0.53,18047
64,"faceproblem1",20,0.47,18379.5
64,"faceproblem1",21,0.56,18479.5
64,"faceproblem1",22,0.63,18321.1
64,"faceproblem1",23,0.65,18845.2
64,"faceproblem1",24,0.16,18803.7
64,"faceproblem1",25,0.58,19480
64,"faceproblem1",26,0.38,17496.1
64,"faceproblem1",27,0.49,18737.4
64,"faceproblem1",28,0.55,17525.8
64,"faceproblem1",29,0.45,17554.2
64,"faceproblem1",30,0.38,17496.1
64,"faceproblem1",31,0.66,16805.09
64,"faceproblem1",32,0.46,18652.6
64,"faceproblem1",33,0.49,18737.4
64,"faceproblem1",34,0.29,18408.49
64,"faceproblem1",35,0.47,18379.5
64,"faceproblem1",36,0.31,18250.9
64,"faceproblem1",37,0.47,667.8
64,"faceproblem1",38,0.47,667.8
64,"faceproblem1",39,0.81,17946.7
64,"faceproblem1",40,0.36,18086.8
64,"faceproblem1",41,0.31,18250.9
64,"faceproblem1",42,0.36,18086.8
64,"faceproblem1",43,0.64,17450.5
64,"faceproblem1",44,0.53,18047
64,"faceproblem1",45,0.24,18519.3
64,"faceproblem1",46,0.58,16965.19
64,"faceproblem1",47,0.16,18803.7
64,"faceproblem1",48,0.37,17263.8
64,"faceproblem1",49,0.79,18202.1
64,"faceproblem1",50,0.47,18657.7
64,"faceproblem1",51,0.53,17781.9
64,"faceproblem1",52,0.36,18086.8
64,"faceproblem1",53,0.77,19247.7
64,"faceproblem1",54,0.16,18803.7
64,"faceproblem1",55,0.29,18408.49
64,"faceproblem1",56,0.29,18408.49
64,"faceproblem1",57,0.66,17199.3
64,"faceproblem1",58,0.57,17682.6
64,"faceproblem1",59,0.38,17270.7
64,"faceproblem1",60,0.45,16580.19
64,"faceproblem1",61,0.65,18845.2
64,"faceproblem1",62,0.56,18479.5
64,"faceproblem1",63,0.28,17828.3
64,"faceproblem1",64,0.87,17679.7
64,"faceproblem1",65,0.47,667.8
64,"faceproblem1",66,0.65,18845.2
64,"faceproblem1",67,0.57,17682.6
64,"faceproblem1",68,0.63,17504.3
64,"faceproblem1",69,0.24,18519.3
64,"faceproblem1",70,0.65,18845.2
64,"faceproblem1",71,0.45,19023.4
64,"faceproblem1",72,0.67,19162.7
64,"faceproblem1",73,0.55,18564.69
64,"faceproblem1",74,0.21,19024.2
64,"faceproblem1",75,0.65,18845.2
64,"faceproblem1",76,0.85,16003.5
64,"faceproblem1",77,0.63,17504.3
64,"faceproblem1",78,0.63,18321.1
64,"faceproblem1",79,0.3,17029.6
64,"faceproblem1",80,0.66,18082.8
64,"faceproblem1",81,0.45,18104.4
64,"faceproblem1",82,0.56,18782.3
64,"faceproblem1",83,0.42,19067.8
64,"faceproblem1",84,0.38,17270.7
64,"faceproblem1",85,0.38,17496.1
64,"faceproblem1",86,0.47,667.8
64,"faceproblem1",87,0.45,17554.2
64,"faceproblem1",88,0.45,19023.4
64,"faceproblem1",89,0.64,17450.5
64,"faceproblem1",90,0.53,18047
64,"faceproblem1",91,0.36,18086.8
64,"faceproblem1",92,0.81,17946.7
64,"faceproblem1",93,0.38,17496.1
64,"faceproblem1",94,0.72,18446.2
64,"faceproblem1",95,0.49,18737.4
64,"faceproblem1",96,0.28,17828.3
64,"faceproblem1",97,0.66,17199.3
64,"faceproblem1",98,0.77,19247.7
64,"faceproblem1",99,0.62,19108.3
64,"faceproblem1",100,0.67,19162.7
65,"faceproblem1",1,0.47,18657.7
65,"faceproblem1",2,0.59,17287.5
65,"faceproblem1",3,0.33,18809.49
65,"faceproblem1",4,0.87,17679.7
65,"faceproblem1",5,0.65,18774.7
65,"faceproblem1",6,0.38,17496.1
65,"faceproblem1",7,0.39,18828.4
65,"faceproblem1",8,0.47,18657.7
65,"faceproblem1",9,0.49,18737.4
65,"faceproblem1",10,0.45,16580.19
65,"faceproblem1",11,0.28,17828.3
65,"faceproblem1",12,0.6,16911.5
65,"faceproblem1",13,0.38,17496.1
65,"faceproblem1",14,0.57,17682.6
65,"faceproblem1",15,0.77,19247.7
65,"faceproblem1",16,0.67,19162.7
65,"faceproblem1",17,0.62,19108.3
65,"faceproblem1",18,0.31,18250.9
65,"faceproblem1",19,0.42,19067.8
65,"faceproblem1",20,0.36,18086.8
65,"faceproblem1",21,0.52,16916.89
65,"faceproblem1",22,0.38,17270.7
65,"faceproblem1",23,0.56,18782.3
65,"faceproblem1",24,0.47,18379.5
65,"faceproblem1",25,0.64,17450.5
65,"faceproblem1",26,0.35,15762.19
65,"faceproblem1",27,0.35,15762.19
65,"faceproblem1",28,0.62,18000.7
65,"faceproblem1",29,0.28,17828.3
65,"faceproblem1",30,0.53,18047
65,"faceproblem1",31,0.53,18047
65,"faceproblem1",32,0.63,17504.3
65,"faceproblem1",33,0.49,18746.79
65,"faceproblem1",34,0.53,17208.9
65,"faceproblem1",35,0.9,19111.9
65,"faceproblem1",36,0.58,18562.3
65,"faceproblem1",37,0.58,19480
65,"faceproblem1",38,0.62,19108.3
65,"faceproblem1",39,0.58,16965.19
65,"faceproblem1",40,0.56,18782.3
65,"faceproblem1",41,0.49,18737.4
65,"faceproblem1",42,0.6,16911.5
65,"faceproblem1",43,0.38,17270.7
65,"faceproblem1",44,0.81,17946.7
65,"faceproblem1",45,0.66,18082.8
65,"faceproblem1",46,0.45,16580.19
65,"faceproblem1",47,0.49,18746.79
65,"faceproblem1",48,0.36,18086.8
65,"faceproblem1",49,0.52,19015.9
65,"faceproblem1",50,0.63,17504.3
65,"faceproblem1",51,0.74,19103.8
65,"faceproblem1",52,0.81,17946.7
65,"faceproblem1",53,0.66,18860
65,"faceproblem1",54,0.87,17679.7
65,"faceproblem1",55,0.56,18782.3
65,"faceproblem1",56,0.58,18562.3
65,"faceproblem1",57,0.87,17679.7
65,"faceproblem1",58,0.26,17012.2
65,"faceproblem1",59,0.22,19097.6
65,"faceproblem1",60,0.66,16805.09
65,"faceproblem1",61,0.49,18746.79
65,"faceproblem1",62,0.65,18774.7
65,"faceproblem1",63,0.59,17287.5
65,"faceproblem1",64,0.74,19103.8
65,"faceproblem1",65,0.49,18829.3
65,"faceproblem1",66,0.28,17828.3
65,"faceproblem1",67,0.66,16805.09
65,"faceproblem1",68,0.72,18446.2
65,"faceproblem1",69,0.39,18828.4
65,"faceproblem1",70,0.72,18446.2
65,"faceproblem1",71,0.38,17496.1
65,"faceproblem1",72,0.61,16615.9
65,"faceproblem1",73,0.26,17012.2
65,"faceproblem1",74,0.57,17682.6
65,"faceproblem1",75,0.38,17496.1
65,"faceproblem1",76,0.45,17554.2
65,"faceproblem1",77,0.46,18630.2
65,"faceproblem1",78,0.55,18564.69
65,"faceproblem1",79,0.45,16580.19
65,"faceproblem1",80,0.45,17554.2
65,"faceproblem1",81,0.35,15762.19
65,"faceproblem1",82,0.65,17997.69
65,"faceproblem1",83,0.53,17781.9
65,"faceproblem1",84,0.67,19162.7
65,"faceproblem1",85,0.52,16916.89
65,"faceproblem1",86,0.66,18860
65,"faceproblem1",87,0.63,17504.3
65,"faceproblem1",88,0.37,17492.4
65,"faceproblem1",89,0.58,16965.19
65,"faceproblem1",90,0.39,18828.4
65,"faceproblem1",91,0.47,18657.7
65,"faceproblem1",92,0.47,18379.5
