long_cite,short_cite,doi,keywords,coder,date_first_coder_coded,second_coder,date_second_coder_coded,exp_number,infant_age,infant_type,condition_name,same_infant,n,fam_times,infant_controlled_fam,fam_presentation_type,fam_static_dynamic,live_or_video,stimuli,stimulus_complexity_reported,stimulus_complexity_description,attention_getter,attention_getter_type,attention_getter_duration,attention_getter_frequency,test_type,test_description,test_duration,response_mode,infant_controlled_test,num_trials,trial_duration,mean_novel,sd_novel,mean_familiar,sd_famliar,novelty_familiarity_units,mean_novelty_preference,SD_novelty_preference,chance_level_novelty_preference,t,F,d,dv_type,dv_calc,dv_interpret,cite_HA1988,1st_coder_comments,2nd_coder_comments
"Hunter, M. A., Ames, E. W., & Koopman, R. (1983). Effects of stimulus Complexity and familiarization time on infant preferences for novel and familiar stimuli. Developmental Psychology, 19(3), 338-352.","Hunter, Ames, & Koopman (1983)",https://doi.org/10.1037/0012-1649.19.3.338,,MZ,8/27/21,,,1,,,habituated_12mos_complex,,16,506.5,y,single_object,static,live,toy arrays,high,"number of elements in the array, related to age; for 12-month-olds, 5 toys",n,NA,NA,,paired_comparison,,,,,,,,,,,,0.69,0.67,0.5,,,,,,,,,
"Hunter, M. A., Ames, E. W., & Koopman, R. (1983). Effects of stimulus Complexity and familiarization time on infant preferences for novel and familiar stimuli. Developmental Psychology, 19(3), 338-352.","Hunter, Ames, & Koopman (1983)",https://doi.org/10.1037/0012-1649.19.3.338,,MZ,8/27/21,,,1,,,interrupted_8mos_complex,,16,86.9,y,single_object,static,live,toy arrays,high,"number of elements in the array, related to age; for 8-month-olds, 3 toys",n,NA,NA,,paired_comparison,,,,,,,,,,,,0.43,0.69,0.5,,,,,,,,,
"Hunter, M. A., Ames, E. W., & Koopman, R. (1983). Effects of stimulus Complexity and familiarization time on infant preferences for novel and familiar stimuli. Developmental Psychology, 19(3), 338-352.","Hunter, Ames, & Koopman (1983)",https://doi.org/10.1037/0012-1649.19.3.338,,MZ,8/27/21,,,1,,,interrupted_12mos_simple,,16,11.9,y,single_object,static,live,toy arrays,low,"number of elements in the array, related to age; for 12-month-olds, 3 toys",n,NA,NA,,paired_comparison,,,,,,,,,,,,0.57,0.66,0.5,,,,,,,,,
"Hunter, M. A., Ames, E. W., & Koopman, R. (1983). Effects of stimulus Complexity and familiarization time on infant preferences for novel and familiar stimuli. Developmental Psychology, 19(3), 338-352.","Hunter, Ames, & Koopman (1983)",https://doi.org/10.1037/0012-1649.19.3.338,,MZ,8/27/21,,,1,,,interrupted_12mos_complex,,16,109.1,y,single_object,static,live,toy arrays,high,"number of elements in the array, related to age; for 12-month-olds, 5 toys",n,NA,NA,,paired_comparison,,,,,,,,,,,,0.56,0.69,0.5,,,,,,,,,
"Hunter, M. A., Ross, H. S., & Ames, E. W. (1982). Preferences for familiar or novel toys: Effect of familiarization time in 1-year-olds. Developmental Psychology, 18(4), 519–529",Hunter et al (1982),https://doi.org/10.1037/0012-1649.18.4.519,NA,ZZ,8/27/21,,,1,350 to 380.5,,habit_1,1,120,,y,single_object,static,live,toy arrays,high,number of elements in the array,n,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
"Hunter, M. A., Ross, H. S., & Ames, E. W. (1982). Preferences for familiar or novel toys: Effect of familiarization time in 1-year-olds. Developmental Psychology, 18(4), 519–529",Hunter et al (1982),https://doi.org/10.1037/0012-1649.18.4.520,NA,ZZ,8/28/21,,,1,350 to 380.5,,interrupt_1,1,,,y,single_object,static,live,toy arrays,high,number of elements in the array,n,NA,NA,nA,,,,,,,,,,,,,,,,,,,,,,,,
"Fantz, R. L. (1964). Visual experience in infants: Decreased attention to familiar patterns relative to novel ones. Science, 146 (3644), 668-670.",Fantz (1964),DOI: 10.1126/science.146.3644.668,"recognition, habituation, familiarization",JS,8/27/21,,,1,49,,1-2_mo,1-2_mo,6,600,n,two_different,static,live,photos or adverts cut from magazines,high,"chosen to give max variation among patterns in detail size, regularity, color, contrast & contour shape, yet each complex",n,NA,NA,NA,paired_comparison,Different novel photo paired with same constant photo for 10 trials,60,eye-tracking: oculomotor (even if human coding is used,n,10,60,NA,NA,> .50,NA,NA,NA,NA,0.5,NA,NA,NA,looking_time,Fixation time given to the constant (familiar) photo,Combined fixation time to constant (familiar) photo across trials indicates recognition,n,"Didn't have separate familiarization phase (1 photo was constant across trials & 1 varied); data given only in figure, not text",
"Fantz, R. L. (1964). Visual experience in infants: Decreased attention to familiar patterns relative to novel ones. Science, 146 (3644), 668-670.",Fantz (1964),DOI: 10.1126/science.146.3644.668,"recognition, habituation, familiarization",JS,8/27/21,,,1,70,,2-3_mo,2-3_mo,7,600,n,two_different,static,live,photos or adverts cut from magazines,high,"chosen to give max variation among patterns in detail size, regularity, color, contrast & contour shape, yet each complex",n,NA,NA,NA,paired_comparison,Different novel photo paired with same constant photo for 10 trials,60,eye-tracking: oculomotor (even if human coding is used,n,10,60,NA,NA,< .50,NA,NA,NA,NA,0.5,NA,NA,NA,looking_time,Fixation time given to the constant (familiar) photo,Combined fixation time to constant (familiar) photo across trials indicates recognition,n,"Didn't have separate familiarization phase (1 photo was constant across trials & 1 varied); data given only in figure, not text",
"Fantz, R. L. (1964). Visual experience in infants: Decreased attention to familiar patterns relative to novel ones. Science, 146 (3644), 668-670.",Fantz (1964),DOI: 10.1126/science.146.3644.668,"recognition, habituation, familiarization",JS,8/27/21,,,1,98,,3-4_mo,3-4_mo,8,600,n,two_different,static,live,photos or adverts cut from magazines,high,"chosen to give max variation among patterns in detail size, regularity, color, contrast & contour shape, yet each complex",n,NA,NA,NA,paired_comparison,Different novel photo paired with same constant photo for 10 trials,60,eye-tracking: oculomotor (even if human coding is used,n,10,60,NA,NA,< .50,NA,NA,NA,NA,0.5,NA,NA,NA,looking_time,Fixation time given to the constant (familiar) photo,Combined fixation time to constant (familiar) photo across trials indicates recognition,n,"Didn't have separate familiarization phase (1 photo was constant across trials & 1 varied); data given only in figure, not text",
"Fantz, R. L. (1964). Visual experience in infants: Decreased attention to familiar patterns relative to novel ones. Science, 146 (3644), 668-670.",Fantz (1964),DOI: 10.1126/science.146.3644.668,"recognition, habituation, familiarization",JS,8/27/21,,,1,143.5,,4-6_mo,4-6_mo,7,600,n,two_different,static,live,photos or adverts cut from magazines,high,"chosen to give max variation among patterns in detail size, regularity, color, contrast & contour shape, yet each complex",n,NA,NA,NA,paired_comparison,Different novel photo paired with same constant photo for 10 trials,60,eye-tracking: oculomotor (even if human coding is used,n,10,60,NA,NA,< .50,NA,NA,NA,NA,0.5,NA,NA,NA,looking_time,Fixation time given to the constant (familiar) photo,Combined fixation time to constant (familiar) photo across trials indicates recognition,n,"Didn't have separate familiarization phase (1 photo was constant across trials & 1 varied); data given only in figure, not text",
"Richards, J. E. (1997). Effects of attention on infants' preference for briefly exposed visual stimuli in the paired-comparison recognition-memory paradigm. Developmental psychology, 33(1), 22.",Richards (1997),https://doi.org/10.1037/0012-1649.33.1.22,sustained attention; novelty preference; familiarity preference,JK,8/27/21,,,1,98,typical,14w_2.5s,1,5,2.5,y,single_object,dynamic,video,"computer generated patterns (e.g., a series of computer generated concentric squares of varying size, a flashing checkerboard pattern, and a small box shape moving in a diamond).",not reported,none,y,flashing light,NA,NA,paired_comparison,"The test phase consisted of the simultaneous display of the familiar stimulus and a novel stimulus for 20.0 s of accumulated fixation on either stimulus. The test phase was divided into two 10.0-s accumulated fixation trials, with the side of the stimuli reversed for the second 10.0-s accumulated fixation. ",20,behavior,y,6,32.5,NA,NA,NA,NA,NA,0.53,NA,0.5,NA,NA,NA,looking_time,Proportion time spent fixating on the novel stimulus relative to the total time spent on the familiar or novel stimulus (novelty preference).,Amount of time infants spent looking to the novel versus familiar stimulus. Values below .50 mean looking was longer to familar while values above .50 mean looking was longer to novel. ,n,this paper has both experiment types that we want to include (looking) and exclude (heart rate),
"Richards, J. E. (1997). Effects of attention on infants' preference for briefly exposed visual stimuli in the paired-comparison recognition-memory paradigm. Developmental psychology, 33(1), 22.",Richards (1997),https://doi.org/10.1037/0012-1649.33.1.22,sustained attention; novelty preference; familiarity preference,JK,8/27/21,,,1,98,typical,14w_5s,1,5,5,y,single_object,dynamic,video,"computer generated patterns (e.g., a series of computer generated concentric squares of varying size, a flashing checkerboard pattern, and a small box shape moving in a diamond).",not reported,none,y,flashing light,NA,NA,paired_comparison,"The test phase consisted of the simultaneous display of the familiar stimulus and a novel stimulus for 20.0 s of accumulated fixation on either stimulus. The test phase was divided into two 10.0-s accumulated fixation trials, with the side of the stimuli reversed for the second 10.0-s accumulated fixation. ",20,behavior,y,6,35,NA,NA,NA,NA,NA,0.53,NA,0.5,NA,NA,NA,looking_time,Proportion time spent fixating on the novel stimulus relative to the total time spent on the familiar or novel stimulus (novelty preference).,Amount of time infants spent looking to the novel versus familiar stimulus. Values below .50 mean looking was longer to familar while values above .50 mean looking was longer to novel. ,n,this paper has both experiment types that we want to include (looking) and exclude (heart rate),
"Richards, J. E. (1997). Effects of attention on infants' preference for briefly exposed visual stimuli in the paired-comparison recognition-memory paradigm. Developmental psychology, 33(1), 22.",Richards (1997),https://doi.org/10.1037/0012-1649.33.1.22,sustained attention; novelty preference; familiarity preference,JK,8/27/21,,,1,98,typical,14w_7.5s,1,5,7.5,y,single_object,dynamic,video,"computer generated patterns (e.g., a series of computer generated concentric squares of varying size, a flashing checkerboard pattern, and a small box shape moving in a diamond).",not reported,none,y,flashing light,NA,NA,paired_comparison,"The test phase consisted of the simultaneous display of the familiar stimulus and a novel stimulus for 20.0 s of accumulated fixation on either stimulus. The test phase was divided into two 10.0-s accumulated fixation trials, with the side of the stimuli reversed for the second 10.0-s accumulated fixation. ",20,behavior,y,6,37.5,NA,NA,NA,NA,NA,0.44,NA,0.5,NA,NA,NA,looking_time,Proportion time spent fixating on the novel stimulus relative to the total time spent on the familiar or novel stimulus (novelty preference).,Amount of time infants spent looking to the novel versus familiar stimulus. Values below .50 mean looking was longer to familar while values above .50 mean looking was longer to novel. ,n,this paper has both experiment types that we want to include (looking) and exclude (heart rate),
"Richards, J. E. (1997). Effects of attention on infants' preference for briefly exposed visual stimuli in the paired-comparison recognition-memory paradigm. Developmental psychology, 33(1), 22.",Richards (1997),https://doi.org/10.1037/0012-1649.33.1.22,sustained attention; novelty preference; familiarity preference,JK,8/27/21,,,1,98,typical,14w_10s,1,5,10,y,single_object,dynamic,video,"computer generated patterns (e.g., a series of computer generated concentric squares of varying size, a flashing checkerboard pattern, and a small box shape moving in a diamond).",not reported,none,y,flashing light,NA,NA,paired_comparison,"The test phase consisted of the simultaneous display of the familiar stimulus and a novel stimulus for 20.0 s of accumulated fixation on either stimulus. The test phase was divided into two 10.0-s accumulated fixation trials, with the side of the stimuli reversed for the second 10.0-s accumulated fixation. ",20,behavior,y,6,40,NA,NA,NA,NA,NA,0.61,NA,0.5,NA,NA,NA,looking_time,Proportion time spent fixating on the novel stimulus relative to the total time spent on the familiar or novel stimulus (novelty preference).,Amount of time infants spent looking to the novel versus familiar stimulus. Values below .50 mean looking was longer to familar while values above .50 mean looking was longer to novel. ,n,this paper has both experiment types that we want to include (looking) and exclude (heart rate),
"Richards, J. E. (1997). Effects of attention on infants' preference for briefly exposed visual stimuli in the paired-comparison recognition-memory paradigm. Developmental psychology, 33(1), 22.",Richards (1997),https://doi.org/10.1037/0012-1649.33.1.22,sustained attention; novelty preference; familiarity preference,JK,8/27/21,,,1,98,typical,14w_20s,1,5,20,y,single_object,dynamic,video,"computer generated patterns (e.g., a series of computer generated concentric squares of varying size, a flashing checkerboard pattern, and a small box shape moving in a diamond).",not reported,none,y,flashing light,NA,NA,paired_comparison,"The test phase consisted of the simultaneous display of the familiar stimulus and a novel stimulus for 20.0 s of accumulated fixation on either stimulus. The test phase was divided into two 10.0-s accumulated fixation trials, with the side of the stimuli reversed for the second 10.0-s accumulated fixation. ",20,behavior,y,6,50,NA,NA,NA,NA,NA,0.46,NA,0.5,NA,NA,NA,looking_time,Proportion time spent fixating on the novel stimulus relative to the total time spent on the familiar or novel stimulus (novelty preference).,Amount of time infants spent looking to the novel versus familiar stimulus. Values below .50 mean looking was longer to familar while values above .50 mean looking was longer to novel. ,n,this paper has both experiment types that we want to include (looking) and exclude (heart rate),
"Richards, J. E. (1997). Effects of attention on infants' preference for briefly exposed visual stimuli in the paired-comparison recognition-memory paradigm. Developmental psychology, 33(1), 22.",Richards (1997),https://doi.org/10.1037/0012-1649.33.1.22,sustained attention; novelty preference; familiarity preference,JK,8/27/21,,,1,140,typical,20w_2.5s,2,5,2.5,y,single_object,dynamic,video,"computer generated patterns (e.g., a series of computer generated concentric squares of varying size, a flashing checkerboard pattern, and a small box shape moving in a diamond).",not reported,none,y,flashing light,NA,NA,paired_comparison,"The test phase consisted of the simultaneous display of the familiar stimulus and a novel stimulus for 20.0 s of accumulated fixation on either stimulus. The test phase was divided into two 10.0-s accumulated fixation trials, with the side of the stimuli reversed for the second 10.0-s accumulated fixation. ",20,behavior,y,6,32.5,NA,NA,NA,NA,NA,0.54,NA,0.5,NA,NA,NA,looking_time,Proportion time spent fixating on the novel stimulus relative to the total time spent on the familiar or novel stimulus (novelty preference).,Amount of time infants spent looking to the novel versus familiar stimulus. Values below .50 mean looking was longer to familar while values above .50 mean looking was longer to novel. ,n,this paper has both experiment types that we want to include (looking) and exclude (heart rate),
"Richards, J. E. (1997). Effects of attention on infants' preference for briefly exposed visual stimuli in the paired-comparison recognition-memory paradigm. Developmental psychology, 33(1), 22.",Richards (1997),https://doi.org/10.1037/0012-1649.33.1.22,sustained attention; novelty preference; familiarity preference,JK,8/27/21,,,1,140,typical,20w_5s,2,5,5,y,single_object,dynamic,video,"computer generated patterns (e.g., a series of computer generated concentric squares of varying size, a flashing checkerboard pattern, and a small box shape moving in a diamond).",not reported,none,y,flashing light,NA,NA,paired_comparison,"The test phase consisted of the simultaneous display of the familiar stimulus and a novel stimulus for 20.0 s of accumulated fixation on either stimulus. The test phase was divided into two 10.0-s accumulated fixation trials, with the side of the stimuli reversed for the second 10.0-s accumulated fixation. ",20,behavior,y,6,35,NA,NA,NA,NA,NA,0.37,NA,0.5,NA,NA,NA,looking_time,Proportion time spent fixating on the novel stimulus relative to the total time spent on the familiar or novel stimulus (novelty preference).,Amount of time infants spent looking to the novel versus familiar stimulus. Values below .50 mean looking was longer to familar while values above .50 mean looking was longer to novel. ,n,this paper has both experiment types that we want to include (looking) and exclude (heart rate),
"Richards, J. E. (1997). Effects of attention on infants' preference for briefly exposed visual stimuli in the paired-comparison recognition-memory paradigm. Developmental psychology, 33(1), 22.",Richards (1997),https://doi.org/10.1037/0012-1649.33.1.22,sustained attention; novelty preference; familiarity preference,JK,8/27/21,,,1,140,typical,20w_7.5s,2,5,7.5,y,single_object,dynamic,video,"computer generated patterns (e.g., a series of computer generated concentric squares of varying size, a flashing checkerboard pattern, and a small box shape moving in a diamond).",not reported,none,y,flashing light,NA,NA,paired_comparison,"The test phase consisted of the simultaneous display of the familiar stimulus and a novel stimulus for 20.0 s of accumulated fixation on either stimulus. The test phase was divided into two 10.0-s accumulated fixation trials, with the side of the stimuli reversed for the second 10.0-s accumulated fixation. ",20,behavior,y,6,37.5,NA,NA,NA,NA,NA,0.54,NA,0.5,NA,NA,NA,looking_time,Proportion time spent fixating on the novel stimulus relative to the total time spent on the familiar or novel stimulus (novelty preference).,Amount of time infants spent looking to the novel versus familiar stimulus. Values below .50 mean looking was longer to familar while values above .50 mean looking was longer to novel. ,n,this paper has both experiment types that we want to include (looking) and exclude (heart rate),
"Richards, J. E. (1997). Effects of attention on infants' preference for briefly exposed visual stimuli in the paired-comparison recognition-memory paradigm. Developmental psychology, 33(1), 22.",Richards (1997),https://doi.org/10.1037/0012-1649.33.1.22,sustained attention; novelty preference; familiarity preference,JK,8/27/21,,,1,140,typical,20w_10s,2,5,10,y,single_object,dynamic,video,"computer generated patterns (e.g., a series of computer generated concentric squares of varying size, a flashing checkerboard pattern, and a small box shape moving in a diamond).",not reported,none,y,flashing light,NA,NA,paired_comparison,"The test phase consisted of the simultaneous display of the familiar stimulus and a novel stimulus for 20.0 s of accumulated fixation on either stimulus. The test phase was divided into two 10.0-s accumulated fixation trials, with the side of the stimuli reversed for the second 10.0-s accumulated fixation. ",20,behavior,y,6,40,NA,NA,NA,NA,NA,0.56,NA,0.5,NA,NA,NA,looking_time,Proportion time spent fixating on the novel stimulus relative to the total time spent on the familiar or novel stimulus (novelty preference).,Amount of time infants spent looking to the novel versus familiar stimulus. Values below .50 mean looking was longer to familar while values above .50 mean looking was longer to novel. ,n,this paper has both experiment types that we want to include (looking) and exclude (heart rate),
"Richards, J. E. (1997). Effects of attention on infants' preference for briefly exposed visual stimuli in the paired-comparison recognition-memory paradigm. Developmental psychology, 33(1), 22.",Richards (1997),https://doi.org/10.1037/0012-1649.33.1.22,sustained attention; novelty preference; familiarity preference,JK,8/27/21,,,1,140,typical,20w_20s,2,5,20,y,single_object,dynamic,video,"computer generated patterns (e.g., a series of computer generated concentric squares of varying size, a flashing checkerboard pattern, and a small box shape moving in a diamond).",not reported,none,y,flashing light,NA,NA,paired_comparison,"The test phase consisted of the simultaneous display of the familiar stimulus and a novel stimulus for 20.0 s of accumulated fixation on either stimulus. The test phase was divided into two 10.0-s accumulated fixation trials, with the side of the stimuli reversed for the second 10.0-s accumulated fixation. ",20,behavior,y,6,50,NA,NA,NA,NA,NA,0.57,NA,0.5,NA,NA,NA,looking_time,Proportion time spent fixating on the novel stimulus relative to the total time spent on the familiar or novel stimulus (novelty preference).,Amount of time infants spent looking to the novel versus familiar stimulus. Values below .50 mean looking was longer to familar while values above .50 mean looking was longer to novel. ,n,this paper has both experiment types that we want to include (looking) and exclude (heart rate),
"Richards, J. E. (1997). Effects of attention on infants' preference for briefly exposed visual stimuli in the paired-comparison recognition-memory paradigm. Developmental psychology, 33(1), 22.",Richards (1997),https://doi.org/10.1037/0012-1649.33.1.22,sustained attention; novelty preference; familiarity preference,JK,8/27/21,,,1,676,typical,26w_2.5s,3,5,2.5,y,single_object,dynamic,video,"computer generated patterns (e.g., a series of computer generated concentric squares of varying size, a flashing checkerboard pattern, and a small box shape moving in a diamond).",not reported,none,y,flashing light,NA,NA,paired_comparison,"The test phase consisted of the simultaneous display of the familiar stimulus and a novel stimulus for 20.0 s of accumulated fixation on either stimulus. The test phase was divided into two 10.0-s accumulated fixation trials, with the side of the stimuli reversed for the second 10.0-s accumulated fixation. ",20,behavior,y,6,32.5,NA,NA,NA,NA,NA,0.32,NA,0.5,NA,NA,NA,looking_time,Proportion time spent fixating on the novel stimulus relative to the total time spent on the familiar or novel stimulus (novelty preference).,Amount of time infants spent looking to the novel versus familiar stimulus. Values below .50 mean looking was longer to familar while values above .50 mean looking was longer to novel. ,n,this paper has both experiment types that we want to include (looking) and exclude (heart rate),
"Richards, J. E. (1997). Effects of attention on infants' preference for briefly exposed visual stimuli in the paired-comparison recognition-memory paradigm. Developmental psychology, 33(1), 22.",Richards (1997),https://doi.org/10.1037/0012-1649.33.1.22,sustained attention; novelty preference; familiarity preference,JK,8/27/21,,,1,676,typical,26w_5s,3,5,5,y,single_object,dynamic,video,"computer generated patterns (e.g., a series of computer generated concentric squares of varying size, a flashing checkerboard pattern, and a small box shape moving in a diamond).",not reported,none,y,flashing light,NA,NA,paired_comparison,"The test phase consisted of the simultaneous display of the familiar stimulus and a novel stimulus for 20.0 s of accumulated fixation on either stimulus. The test phase was divided into two 10.0-s accumulated fixation trials, with the side of the stimuli reversed for the second 10.0-s accumulated fixation. ",20,behavior,y,6,35,NA,NA,NA,NA,NA,0.24,NA,0.5,NA,NA,NA,looking_time,Proportion time spent fixating on the novel stimulus relative to the total time spent on the familiar or novel stimulus (novelty preference).,Amount of time infants spent looking to the novel versus familiar stimulus. Values below .50 mean looking was longer to familar while values above .50 mean looking was longer to novel. ,n,this paper has both experiment types that we want to include (looking) and exclude (heart rate),
"Richards, J. E. (1997). Effects of attention on infants' preference for briefly exposed visual stimuli in the paired-comparison recognition-memory paradigm. Developmental psychology, 33(1), 22.",Richards (1997),https://doi.org/10.1037/0012-1649.33.1.22,sustained attention; novelty preference; familiarity preference,JK,8/27/21,,,1,676,typical,26w_7.5s,3,5,7.5,y,single_object,dynamic,video,"computer generated patterns (e.g., a series of computer generated concentric squares of varying size, a flashing checkerboard pattern, and a small box shape moving in a diamond).",not reported,none,y,flashing light,NA,NA,paired_comparison,"The test phase consisted of the simultaneous display of the familiar stimulus and a novel stimulus for 20.0 s of accumulated fixation on either stimulus. The test phase was divided into two 10.0-s accumulated fixation trials, with the side of the stimuli reversed for the second 10.0-s accumulated fixation. ",20,behavior,y,6,37.5,NA,NA,NA,NA,NA,0.6,NA,0.5,NA,NA,NA,looking_time,Proportion time spent fixating on the novel stimulus relative to the total time spent on the familiar or novel stimulus (novelty preference).,Amount of time infants spent looking to the novel versus familiar stimulus. Values below .50 mean looking was longer to familar while values above .50 mean looking was longer to novel. ,n,this paper has both experiment types that we want to include (looking) and exclude (heart rate),
"Richards, J. E. (1997). Effects of attention on infants' preference for briefly exposed visual stimuli in the paired-comparison recognition-memory paradigm. Developmental psychology, 33(1), 22.",Richards (1997),https://doi.org/10.1037/0012-1649.33.1.22,sustained attention; novelty preference; familiarity preference,JK,8/27/21,,,1,676,typical,26w_10s,3,5,10,y,single_object,dynamic,video,"computer generated patterns (e.g., a series of computer generated concentric squares of varying size, a flashing checkerboard pattern, and a small box shape moving in a diamond).",not reported,none,y,flashing light,NA,NA,paired_comparison,"The test phase consisted of the simultaneous display of the familiar stimulus and a novel stimulus for 20.0 s of accumulated fixation on either stimulus. The test phase was divided into two 10.0-s accumulated fixation trials, with the side of the stimuli reversed for the second 10.0-s accumulated fixation. ",20,behavior,y,6,40,NA,NA,NA,NA,NA,0.57,NA,0.5,NA,NA,NA,looking_time,Proportion time spent fixating on the novel stimulus relative to the total time spent on the familiar or novel stimulus (novelty preference).,Amount of time infants spent looking to the novel versus familiar stimulus. Values below .50 mean looking was longer to familar while values above .50 mean looking was longer to novel. ,n,this paper has both experiment types that we want to include (looking) and exclude (heart rate),
"Richards, J. E. (1997). Effects of attention on infants' preference for briefly exposed visual stimuli in the paired-comparison recognition-memory paradigm. Developmental psychology, 33(1), 22.",Richards (1997),https://doi.org/10.1037/0012-1649.33.1.22,sustained attention; novelty preference; familiarity preference,JK,8/27/21,,,1,676,typical,26w_20s,3,5,20,y,single_object,dynamic,video,"computer generated patterns (e.g., a series of computer generated concentric squares of varying size, a flashing checkerboard pattern, and a small box shape moving in a diamond).",not reported,none,y,flashing light,NA,NA,paired_comparison,"The test phase consisted of the simultaneous display of the familiar stimulus and a novel stimulus for 20.0 s of accumulated fixation on either stimulus. The test phase was divided into two 10.0-s accumulated fixation trials, with the side of the stimuli reversed for the second 10.0-s accumulated fixation. ",20,behavior,y,6,50,NA,NA,NA,NA,NA,0.71,NA,0.5,NA,NA,NA,looking_time,Proportion time spent fixating on the novel stimulus relative to the total time spent on the familiar or novel stimulus (novelty preference).,Amount of time infants spent looking to the novel versus familiar stimulus. Values below .50 mean looking was longer to familar while values above .50 mean looking was longer to novel. ,n,this paper has both experiment types that we want to include (looking) and exclude (heart rate),
"Richards, J. E. (1997). Effects of attention on infants' preference for briefly exposed visual stimuli in the paired-comparison recognition-memory paradigm. Developmental psychology, 33(1), 22.",Richards (1997),https://doi.org/10.1037/0012-1649.33.1.22,sustained attention; novelty preference; familiarity preference,JK,9/3/21,,,2,98,typical,14w_2.5s,1,20,2.5,y,single_object,dynamic,video,"computer generated patterns (e.g., a series of computer generated concentric squares of varying size, a flashing checkerboard pattern, and a small box shape moving in a diamond).",not reported,none,y,flashing light,NA,NA,paired_comparison,"The test phase for recognition memory followed the familiar phase. The test phase differed from that in Study 1. A single LED was presented under one of the two TV monitors. When the infant was looking at the LED, or in the direction of the TV, the stimulus to which the infant was exposed was presented on that TV along with a novel stimulus on the adjacent TV. Thus, the infants' first fixation was always on the previously exposed stimulus (or a novel stimulus in the control condition).",20,behavior,y,6,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,looking_time,Duration of fixation on the familiar and novel stimuli.,Amount of time spent looking to novel stimuli and amount of time spent looking to familiar stimuli.,n,not possible to get information about effect size for familiar versus novel comparison from this paper,
"Richards, J. E. (1997). Effects of attention on infants' preference for briefly exposed visual stimuli in the paired-comparison recognition-memory paradigm. Developmental psychology, 33(1), 22.",Richards (1997),https://doi.org/10.1037/0012-1649.33.1.22,sustained attention; novelty preference; familiarity preference,JK,9/3/21,,,2,98,typical,14w_5s,1,20,5,y,single_object,dynamic,video,"computer generated patterns (e.g., a series of computer generated concentric squares of varying size, a flashing checkerboard pattern, and a small box shape moving in a diamond).",not reported,none,y,flashing light,NA,NA,paired_comparison,"The test phase for recognition memory followed the familiar phase. The test phase differed from that in Study 1. A single LED was presented under one of the two TV monitors. When the infant was looking at the LED, or in the direction of the TV, the stimulus to which the infant was exposed was presented on that TV along with a novel stimulus on the adjacent TV. Thus, the infants' first fixation was always on the previously exposed stimulus (or a novel stimulus in the control condition).",20,behavior,y,6,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,looking_time,Duration of fixation on the familiar and novel stimuli.,Amount of time spent looking to novel stimuli and amount of time spent looking to familiar stimuli.,n,not possible to get information about effect size for familiar versus novel comparison from this paper,
"Richards, J. E. (1997). Effects of attention on infants' preference for briefly exposed visual stimuli in the paired-comparison recognition-memory paradigm. Developmental psychology, 33(1), 22.",Richards (1997),https://doi.org/10.1037/0012-1649.33.1.22,sustained attention; novelty preference; familiarity preference,JK,9/3/21,,,2,140,typical,20w_2.5s,2,20,2.5,y,single_object,dynamic,video,"computer generated patterns (e.g., a series of computer generated concentric squares of varying size, a flashing checkerboard pattern, and a small box shape moving in a diamond).",not reported,none,y,flashing light,NA,NA,paired_comparison,"The test phase for recognition memory followed the familiar phase. The test phase differed from that in Study 1. A single LED was presented under one of the two TV monitors. When the infant was looking at the LED, or in the direction of the TV, the stimulus to which the infant was exposed was presented on that TV along with a novel stimulus on the adjacent TV. Thus, the infants' first fixation was always on the previously exposed stimulus (or a novel stimulus in the control condition).",20,behavior,y,6,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,looking_time,Duration of fixation on the familiar and novel stimuli.,Amount of time spent looking to novel stimuli and amount of time spent looking to familiar stimuli.,n,not possible to get information about effect size for familiar versus novel comparison from this paper,
"Richards, J. E. (1997). Effects of attention on infants' preference for briefly exposed visual stimuli in the paired-comparison recognition-memory paradigm. Developmental psychology, 33(1), 22.",Richards (1997),https://doi.org/10.1037/0012-1649.33.1.22,sustained attention; novelty preference; familiarity preference,JK,9/3/21,,,2,140,typical,20w_5s,2,20,5,y,single_object,dynamic,video,"computer generated patterns (e.g., a series of computer generated concentric squares of varying size, a flashing checkerboard pattern, and a small box shape moving in a diamond).",not reported,none,y,flashing light,NA,NA,paired_comparison,"The test phase for recognition memory followed the familiar phase. The test phase differed from that in Study 1. A single LED was presented under one of the two TV monitors. When the infant was looking at the LED, or in the direction of the TV, the stimulus to which the infant was exposed was presented on that TV along with a novel stimulus on the adjacent TV. Thus, the infants' first fixation was always on the previously exposed stimulus (or a novel stimulus in the control condition).",20,behavior,y,6,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,looking_time,Duration of fixation on the familiar and novel stimuli.,Amount of time spent looking to novel stimuli and amount of time spent looking to familiar stimuli.,n,not possible to get information about effect size for familiar versus novel comparison from this paper,
